304,삼호복집,서미경,잠원동 22-17 용량빌딩 1층,02-542-7296,한식,복매운탕
305,진대감,김희석,잠원동 23-8 수인빌딩 지상1층,02-543-8858,한식,차돌삼합
306,양쓰부,YU CHENG LO,잠원동 25-25 (1층),02-549-5922,중식,짜장
307,공리,김태림,잠원동 26-9 1층/2층,02-544-3239,중식,탕수육
308,(주)프로간장게장,김종윤,잠원동 27-1 (지상1층/2층),02-543-4126,한식,간장게장
309,황금코다리,구임순,잠원동 29-3 1층,02-3444-8474,한식,코다리
310,의정부 평양면옥,박찬석 외 1명,잠원동 29-23 1/2층,02-547-6947,한식,냉면
311,진동둔횟집,박외숙 외 1명,잠원동 36-18 지하1층/1층/2층,02-544-2179,일식,대구탕
312,봉평고향메밀촌,박대섭,잠원동 39-1 동화빌딩 1층,02-511-7888,한식,막국수
313,도쿄하나 잠원점,이범택,잠원동 66-2 파스텔프라자 A-201호,02-3476-5100,일식,생선회/스시
314,JS가든(잠원점),정영태,잠원동 66-2,02-595-1221,중식,해삼전복볶음
315,반포면옥,소순경,잠원동 70 / 5호,02-591-4281,한식,냉면
